イデニクス・ファーマシューティカルズ・エル・エル・シー,502423808
イノヴェイティブメディカルパートナーズ,516214065
イハラケミカル工業株式会社,000102049
イビデン株式会社,000000158
イマージョンコーポレーション,500390995
イマジニアリング株式会社,504293528
イミューンデザインコーポレイション,512018726
イミューンファルマエッセ．エッレ．エッレ．,516253396
イミュノバティブセラピーズ，リミテッド,513276477
イムラアメリカインコーポレイテッド,593185670
イメージング・サイエンシィズ・インターナショナル・エルエルシー,508105979
イラミーナインコーポレーテッド,514202402
イリソ電子工業株式会社,390012977
イリノイトゥールワークスインコーポレイティド,591203428
イルジンマテリアルズカンパニーリミテッド,515059290
イルミナインコーポレイテッド,516244903
イングラスソシエタペルアチオニ,505296588
インサイト・コーポレイション,505193450
インスティチュートナショナルドラサンテエトドラレチェルシーメディカレ（インサーム）,516267038
インスティテュートオブジェネティックスアンドディベロップメンタルバイオロジー，チャイニーズアカデミーオブサイエンシズ,514231309
インスティトゥートディンベスティガシオビオメディカデジローナドクトルジュゼップトルエタ,516262103
インストゥルメンテーションラボラトリーカンパニー,506391864
インターコンチネンタルグレートブランズエルエルシー,508351303
インターデイジタルテクノロジーコーポレーション,596008622
インターデイジタルパテントホールディングスインコーポレイテッド,510030995
インターナショナル・ビジネス・マシーンズ・コーポレーション,390009531
インダストリー−アカデミックコーペレイションファウンデイション，ヨンセイユニバーシティ,506263491
インテグリス−ジェタロン・ソリューションズ・インコーポレイテッド,514211770
インテグリスインコーポレーテッド,516225773
インテュイティブサージカルオペレーションズ，インコーポレイテッド,510253996
インテル・コーポレーション,591003943
インテルアイピーコーポレーション,515140897
インテルアイピーコーポレイション,514045555
インテルコーポレイション,593096712
インテルコスエッセ．ピ．ア．,516200323
インテヴァックインコーポレイテッド,507310307
インデックスファーマスーティカルズアクチエボラグ,514127404
イントネーションリサーチラボラトリーズ,516268150
イントラ−セルラー・セラピーズ・インコーポレイテッド,507401225
インノホームオイ,516223447
インフィニティーファーマシューティカルズ，インコーポレイテッド,509101882
インフィネオンテクノロジーズアーゲー,501209070
インプラント・ダイレクト・シブロン・インターナショナル・エルエルシー,516282411
インベンタスエンジニアリングゲーエムベーハー,516274645
ウーテーアー・エス・アー・マニファクチュール・オロロジェール・スイス,591048416
ウーボテクカンパニーリミテッド,514302562
ウィズドメイン・インコーポレーテッド,516204550
ウイスコンシンアラムナイリサーチファウンデーシヨン,390023641
ウウエルエネルジー,515329665
ウエスタンユニバーシティオブヘルスサイエンシズ,507175267
ウエダ産業株式会社,593003949
ウォックハートリミテッド,506224012
ウォニクアイピーエスカンパニーリミテッド,316008145
ウシオ電機株式会社,000102212
ウチヤ・サーモスタット株式会社,000102223
ウッドウェルディング・アクチェンゲゼルシャフト,501485227
ウニベルシタ・デツリ・ストウデイ・デイ・カリアリ,502423819
ウニベルシタデジローナ,516262114
ウニヴェルシテピエールエマリーキュリー（パリ６）,510035462
ウニヴェルシテヴァルシャフスキ,512028817
ウブロソシエテアノニム，ジュネーブ,513114803
ウリゲンファーマシューティカルズ、インコーポレイテッド,515150689
ウルトラジェニクスファーマシューティカルインク．,516134291
ウルトラテックインク,502400304
ウルファー、ローマン,516267120
ウルリヒゲゼルシャフトミットベシュレンクテルハフツングウントコンパニーコマンディートゲゼルシャフト,516270821
エーエスエムエルネザーランズビー．ブイ．,504151804
エーエムエスリサーチコーポレイション,507044561
エーザイ・アール・アンド・ディー・マネジメント株式会社,506137147
エージェンシーフォーサイエンス，テクノロジーアンドリサーチ,506425505
エータイアーファーマ，インコーポレイテッド,512264080
エービーサイエンス,514022109
エアバス・ディフェンス・アンド・スペース・ゲーエムベーハー,514184290
エアバスサフランランチャーズソシエテパアクシオンスシンプリフィエ,516257464
エアバスデーエスゲーエムベーハー,514263908
エアプロダクツアンドケミカルズインコーポレイテッド,591035368
エアロクラインアーベー,514023667
エイ・ゼット・エレクトロニック・マテリアルズ（ルクセンブルク）エス・ア・エール・エル,516017592
エイ１２３・システムズ・リミテッド・ライアビリティ・カンパニー,515052578
エイシアバイオサイエンシーズインコーポレイテッド,506352603
エイチディースリーリミテッド,516213127
エイディシーテクノロジー株式会社,399031827
エイブル株式会社,591101490
エクスカリバーアイピーリミテッドライアビリティカンパニー,516193380
エクセラ・コーポレーション,515255250
エクソンモービルケミカルパテンツインコーポレイテッド,509004675
エコールポリテクニークフェデラルドゥローザンヌウペエフエル−テーテーオー,513168596
エコメーションオイ,516164210
エシコン・エンド−サージェリィ・エルエルシー,516044897
エス．エム．エンターテイメントカンパニー，リミテッド,515340811
エス・エム・エス・スマート・マイクロウェーブ・センサーズ・ゲーエムベーハー,501476454
エスアールアイインターナショナル,501228071
エスアイアイ・セミコンダクタ株式会社,715010864
エスエヌユープレシジョンカンパニー，リミテッド,316004022
エスエムエスグループゲーエムベーハー,510320690
エスエムエル・パテンツ・エス・ア・エル・エル,516268231
エスエルエムソルーションズグループアーゲー,514298748
エスゼットディージェイアイテクノロジーカンパニーリミテッド,513068816
エスゼットディージェイアイテクノロジーカンパニーリミテッド,514030838
エスディーバイオセンサーインコーポレイテッド,514305356
エタリムインコーポレイテッド,512006413
エヌ・ティ・ティ・アドバンステクノロジ株式会社,000102739
エヌ・ティ・ティ・コミュニケーションズ株式会社,399035766
エヌ・ティ・ティレゾナント・テクノロジー株式会社,514022143
エヌエーエルファーマシューティカルグループリミティド,516126816
エヌエイチエヌエンターテインメントコーポレーション,313011434
エヌエイチエヌスタジオ６２９コーポレーション,514167123
エヌエスケイアメリカズインコーポレイテッド,514228756
エヌエックスピービーヴィ,507219491
エヌティーツール株式会社,591033755
エネルピーエス．エー．シー．アイ．,512215196
エネルピーベー．フェー．,512215185
エバーフォーカスインターナショナルカンパニーリミテッド,515266094
エフ．ホフマン−ラロシュアーゲー,591003013
エフ・ホフマン−ラ・ロシュ・アクチェンゲゼルシャフト,306021192
エフイートレード株式会社,301020282
エプコスアクチエンゲゼルシャフト,300002160
エボニックデグサゲーエムベーハー,501073862
エマリナ,513304161
エム．アイ．テックカンパニーリミテッド,510178172
エム・テクニック株式会社,595111804
エムアールエイ・システムズ・インコーポレイテッド,310022132
エムエムティーソシエテアノニム,516283016
エムケーエスインストルメンツインコーポレーテッド,592053963
エムジードゥエ−ソチエタレスポンサビリタリミタータ,505353375
エムテックスマツムラ株式会社,000146179
エメルセルエスエーエス,516267027
エラクレス,512162432
エルアンドピープロパティマネジメントカンパニー,500039913
エルゴンファーマシューティカルズエルエルシー,513312982
エルジー・ケム・リミテッド,500239823
エルジーイノテックカンパニーリミテッド,513276101
エルジーエレクトロニクスインコーポレイティド,502032105
エルテーエスローマンテラピー−ジステーメアーゲー,300005035
エルベエレクトロメディジンゲゼルシャフトミットベシュレンクテルハフツング,512037510
エレクター株式会社,391015694
エレクトリックロードリミテッド,516195317
エレクトロニクスアンドテレコミュニケーションズリサーチインスチチュート,596099882
エン．フェー．ニュートリシア,513163306
エンドーロジックスインコーポレイテッド,506128064
エンドサイト・インコーポレイテッド,508347801
エンメ・ピ・エンメ・ディ・ゴッバート・エンツォ・ソチエタ・ア・レスポンサビリタ・リミタータ,516284585
オー．エム．ビー．ギターリミテッド,516280509
オーイーウェーブス，インク．,516274313
オーエスジー株式会社,000103367
オークマ株式会社,000149066
オークラ輸送機株式会社,000103426
オーシャンセイバーエーエス,506379264
オージーケー技研株式会社,000205292
オージー技研株式会社,000103471
オーソペディックイノヴェイションセンターインコーポレイテッド,515127924
オートリブディベロップメントエービー,503358097
オーバーストック．コム・インコーポレイテッド,516225670
オーピアントファーマシューティカルズ，インコーポレイテッド,516272881
オーラプロテインテクノロジーズリミテッド,516211592
オイレス工業株式会社,000103644
オキシレインユーケーリミテッド,509275507
オスプレイメディカルインク．,308025635
オスラムオプトセミコンダクターズゲゼルシャフトミットベシュレンクテルハフツング,599133716
オセ−テクノロジーズ・ベー・ヴエー,390039435
オックスフォードユニバーシティイノベーションリミテッド,516245900
オハイオ・ステイト・イノベーション・ファウンデーション,514137997
オベルトゥルテクノロジ,513183393
オムヤインターナショナルアーゲー,505018120
オムロン株式会社,000002945
オラクル・インターナショナル・コーポレイション,502303739
オランジュ,591034154
オリジャンバイオサイエンスリミテッド,516214674
オリンパス株式会社,000000376
オルタナエレクトロニクヤジリムティーエーエーエイチ．エスエーエヌ．ブイイーティーアイシー．エー．エス．,516243799
オルムココーポレイション,599025972
オンキヨー株式会社,710014351
オンデュリーヌ,513015326
カーステンマニュファクチュアリングコーポレーション,591086452
カーディアックペースメイカーズ，インコーポレイテッド,505003528
カール・ツァイス・エスエムティー・ゲーエムベーハー,503263355
カールツァイスマイクロスコピーゲーエムベーハー,506151659
カシオ計算機株式会社,000001443
カスカディアンセラピューティクス，インコーポレイテッド,516239943
カペラセラピューティクス，インコーポレーテッド,516281067
カラマットリミテッド,516267153
カリーラファーマシューティカルズ，インク．,516173832
カルソニックカンセイ株式会社,000004765
カンケンテクノ株式会社,592010106
カンパニョーロ・ソシエタ・ア・レスポンサビリタ・リミタータ,592072182
カンブリオステクノロジーズコーポレイション,508041046
ガリウムエンタープライジズピーティーワイリミテッド,307030577
ガルデルマ・リサーチ・アンド・デヴェロップメント,599045604
ガンドンメイヂーコンプレッサーカンパニーリミテッド,516101156
キーバイオサイエンス・アクチエンゲゼルシャフト,514112640
キッコーマン株式会社,000004477
キッセイ薬品工業株式会社,000104560
キノイン・ゼー・エル・テー,513302259
キム、ハクボム,516284220
キャタピラーエスエーアールエル,505236469
キャピトルディベロップメント、エルエルシー,516222565
キャボットコーポレイション,391010758
キヤノンＩＴソリューションズ株式会社,592135203
キヤノンアネルバ株式会社,000227294
キヤノンオプトロン株式会社,591111112
キヤノンマーケティングジャパン株式会社,390002761
キヤノンユー．エス．ライフサイエンシズ，インコーポレイテッド,507028217
キヤノンユーエスエイ，インコーポレイテッド,596130705
キヤノン株式会社,000001007
キヤノン電子株式会社,000104652
キュー・ビー・オー・コーヒー・ゲゼルシャフト・ミット・ベシュレンクテル・ハフツング,511248548
キューティスファーマインコーポレーテッド,516276096
キュービーディー（キューエス−アイピー）リミテッド,516238625
キューリググリーンマウンテンインク,510244673
キユーピー株式会社,000001421
キョーユー株式会社,510031202
キンバリークラークワールドワイドインコーポレイテッド,310007106
ギガコリアコーリミテッド,516168919
ギガフォトン株式会社,300073919
ギャズトランスポルトエテクニギャズ,515220317
クールテック・アプリケーションズ,515013465
クアルコム，インコーポレイテッド,507364838
クアンタムサインアクイジションズインコーポレイテッド,516202028
クイーンマリーユニバーシティオブロンドン,512316611
クゥアルコム・インコーポレイテッド,595020643
クスワミインク,516124502
クヌドイェプスンアクティーゼルスカブ,516222554
クボタ機工株式会社,593207846
クマールサイン，アジェイ,516223274
クミアイ化学工業株式会社,000000169
クラトスインテグラルホールディングス，エルエルシー,515072521
クラリアント・インターナシヨナル・リミテツド,596081005
クラリオン株式会社,000001487
クラレノリタケデンタル株式会社,301069384
クラレプラスチックス株式会社,000104906
クリアフロー，インコーポレイテッド,516245863
クリスタル・ラグーンズ（キュラソー）ビー．ブイ．,513244122
クリニカルジェノミクスピーティーワイリミテッド,508346033
クルーシブルインテレクチュアルプロパティエルエルシー,512176727
クルナ・インコーポレーテッド,511085219
クレイトン・ポリマーズ・ユー・エス・エル・エル・シー,510145211
クロージヤー・システムズ・インターナシヨナル・インコーポレーテツド,505279259
クローズド・ジョイント・ストック・カンパニー“バイオキャド”,516261966
クロムニゴンアーベー,516178147
クワドリガバイオサイエンシーズ，インコーポレイテッド,516233011
グーグルインコーポレイテッド,502208397
グァンドンオッポモバイルテレコミュニケーションズコーポレーションリミテッド,516227559
グアラパックエッセ．ピー．アー．,512039053
グアンドンミデアキッチンアプライアンスマニュファクチュアリングカンパニーリミテッド,516096438
グラクソグループリミテッド,397009934
グラスウォール・（アイピー）・リミテッド,516099266
グランド・アビス・エルエルシー,516088097
グリーンファイア・エナジー・インコーポレイテッド,516268312
グリー株式会社,504437801
グリュネンタール・ゲゼルシャフト・ミト・ベシュレンクテル・ハフツング,390035404
グレインフラックインコーポレイテッド,516251093
グレンマークファーマシューティカルズ，エセ．アー．,510168852
グローブイミューン，インコーポレイテッド,505226437
グローリーＡＺシステム株式会社,501079875
グローリー株式会社,000001432
グンジ株式会社,593227866
ケーエルエー−テンカー・コーポレーション,502442049
ケーエルエー−テンカーコーポレイション,500049141
ケアベイ・ヨーロッパ・リミテッド,513186729
ケイシークカンパニーリミテッド,515129191
ケネスルコ,516208400
ケモマブリミテッド,516262000
ケラー，ザサード，ウォルタージョン,516266710
ケラー・トビアス,516261003
ゲーニウスゲーエムベーハー,513272239
ゲノエルエルシー,509262655
コーセラ，インコーポレーテッド,510301987
コーデックスシステムズ，インコーポレーテッド,516273268
コーニンクラケダウエグバートビー．ブイ．,512164779
コーニンクレッカフィリップスエヌヴェ,590000248
コーニングインコーポレイテッド,397068274
コーマトリックスカーディオバスキュラー，インコーポレイテッド,513051391
コールドスプリングハーバーラボラトリー,504278156
コーロンインダストリーズインク,314003797
コーロンファッションマテリアルインコーポレイテッド,515257911
コスモ株式会社,591176661
コスモ精工株式会社,503067683
コスモ石油株式会社,000105567
コッサンエスディーエヌ．ビーエイチディー．,510112981
コナミゲーミングインコーポレーテッド,501405122
コニカミノルタラボラトリーユー．エス．エー．，インコーポレイテッド,507031918
コニカミノルタ株式会社,000001270
コニンクリーケ・ケイピーエヌ・ナムローゼ・フェンノートシャップ,504292093
コネクサスレンズインコーポレイテッド,317000809
コヒラス・バイオサイエンシズ・インコーポレイテッド,514097509
コベストロ、ドイチュラント、アクチエンゲゼルシャフト,515266223
コミサリヤ・ア・レネルジ・アトミク・エ・オ・エネルジ・アルテルナテイブ,311015001
コミッサリアアレネルジーアトミークエオゼネルジザルタナテイヴ,502124444
コミッショング、ジェラルド,516267094
コモンウェルスサイエンティフィックアンドインダストリアルリサーチオーガナイゼーション,590003283
コリアインスティチュートオブジオサイエンスアンドミネラルリソースズ,506081530
コリアユニバーシティリサーチアンドビジネスファウンデーション,510273880
コリアリサーチインスティチュートオブケミカルテクノロジー,513201538
コリウムインターナショナル，インコーポレイテッド,503360296
コルヴィアメディカルインコーポレイテッド,511262418
コレボンアーベー,515332355
コンステリウムイソワール,500092697
コンティテミックマイクロエレクトロニックゲゼルシャフトミットベシュレンクテルハフツング,503355292
コンバテック・テクノロジーズ・インコーポレイテッド,509146126
コヴィディエンリミテッドパートナーシップ,512269650
ゴーゴー・エルエルシー,506194210
サーカッシアリミテッド,509330965
サーキットセラピューティクス，インコーポレイテッド,515138470
サーナ・セラピューティクス・インコーポレイテッド,500203684
サーモス株式会社,591261602
サイエンティスト・オブ・フォーチュン・ソシエテ・アノニム,513099094
サイデックス・ファーマシューティカルズ・インコーポレイテッド,501278788
サイトクローマ・デベロップメント・インコーポレイテッド,512014728
サイマベイ・セラピューティクス・インコーポレイテッド,514114611
サウジアラビアンオイルカンパニー,316017181
サウジアラビアンオイルカンパニー,506018363
サウジアラビアンオイルカンパニー,599130449
サウスダコタステートユニバーシティー,509352152
サザンミルズインコーポレイテッド,505451040
サソール・パーフオーマンス・ケミカルズ・ゲゼルシヤフト・ミツト・ベシユレンクテル・ハフツング,516219510
サッポロビール株式会社,303040183
サッポロホールディングス株式会社,000002196
サノフィ−アベンティス・ドイチュラント・ゲゼルシャフト・ミット・ベシュレンクテル・ハフツング,397056695
サノフイ,504456798
サビックグローバルテクノロジーズベスローテンフェンノートシャップ,508171804
サフラン・トランスミッション・システムズ,516247122
サミー株式会社,390031783
サミュメッドリミテッドライアビリティカンパニー,512265331
サムスンエレクトロニクスカンパニーリミテッド,503447036
サムスンプレシジョンインダストリアルカンパニーリミテッド,506329764
サムスンペイ、インコーポレイテッド,515234749
サムソンエレクトロ−メカニックスカンパニーリミテッド．,594023722
サムテック・イノベーションズ株式会社,511158018
サムヤンコーポレーション,515261354
サルヴァニーニイタリアエッセ．ピ．ア．,507385752
サン−ゴバンイゾベール,502425053
サン−ゴバングラスフランス,512212885
サン−ゴバンサントルドレシェルシュエデテュドユーロペアン,511104875
サンエヴァメディカル，インコーポレーテッド,516275848
サンガテクノロジー合同会社,515268135
サンケン電気株式会社,000106276
サンコ・インク・カンパニー・リミテッド,516272984
サンスター株式会社,000106324
サントリー食品インターナショナル株式会社,313000128
サントル・ナショナル・ドゥ・ラ・ルシェルシュ・シャンティフィク,595040744
サントルナシオナルドゥラルシェルシェシアンティフィク,311016455
サントレナティオナルドラルシェルシェシアンティフィク,514255523
サンドラムファスナーズリミテッド,516071572
サンドヴィックマテリアルズテクノロジードイチュラントゲーエムベーハー,515157459
サンノプココリアリミテッド,516263960
サンパテントトラスト,316002062
サンパワーコーポレイション,505379467
サヴィッド・セラピューティックス株式会社,514207197
サヴロックリミテッド,515191224
ザ・カウンシル・オヴ・ザ・クイーンズランド・インスティテュート・オヴ・メディカル・リサーチ,504200892
ザ・スウォッチ・グループ・リサーチ・アンド・ディベロップメント・リミテッド,506425538
ザ・トラステイーズ・オブ・ザ・ユニバーシテイ・オブ・ペンシルベニア,502409813
ザ・ブロード・インスティテュート・インコーポレイテッド,515236259
ザ・ボーイング・カンパニー,500520743
ザ・リージェンツ・オブ・ザ・ユニバーシティー・オブ・カリフォルニア,592034548
ザガバニングカウンシルオブザユニバーシティオブトロント,516204583
ザジェネラルホスピタルコーポレイション,506286973
ザジェネラルホスピタルコーポレイション,592017633
ザジョンズホプキンスユニバーシティ,508280195
ザップテックアイピーアクティーゼルスカブ,516267463
ザトラスティーズオブザユニバーシティオブペンシルバニア,500429103
ザブリガムアンドウィメンズホスピタルインコーポレイテッド,503146324
ザプロクターアンドギャンブルカンパニー,590005058
ザボードオブリージェンツオブザユニバーシティーオブテキサスシステム,508152917
ザユナイテッドステイツオブアメリカ，アズリプレゼンテッドバイザセクレタリー，デパートメントオブヘルスアンドヒューマンサービシーズ,508285606
ザユニバーシティーオブクイーンズランド,505167565
ザユニバーシティーオブメルボルン,500074981
ザユニバーシティオブウェスタンオーストラリア,504206827
ザユニバーシティオブクィーンズランド,503319102
ザユニバーシティオブミネソタ，デパートメントオブバイオプロダクツアンドバイオシステムズエンジニアリング,511246197
ザリージェンツオブザユニバーシティオブカリフォルニア,506115514
ザリージェンツオブザユニバーシティオブミシガン,507238218
シー・イー・エフ・オーカンパニー，リミテッド,516269478
シージェイチェイルジェダンコーポレイション,514158497
シーダーズ―シナイメディカルセンター,513268380
シートゥー・セラピューティクス・インコーポレイテッド,511123669
シーメンス・ヘルスケア・ダイアグノスティックス・インコーポレーテッド,507269175
シーメンスアクチエンゲゼルシヤフト,390039413
シーメンスアクティエンゲゼルシャフト,508008865
シーメンスエナジーインコーポレイテッド,599078705
シーメンスプロダクトライフサイクルマネージメントソフトウェアーインコーポレイテッド,504438288
シールドティーエックス（ユーケー）リミテッド,516272320
シアラスインコーポレイテッド,516203900
シィ，ヅェン,516217527
シェフラーテクノロジーズアー・ゲーウントコー．カー・ゲー,515009952
シェンヂェンエクセレントテクノロジーカンパニーリミテッド,516139388
シスメックス株式会社,390014960
シチズン時計株式会社,000001960
シチズン電子株式会社,000131430
シックアイヴィピーエービー,504048696
シップアンドオーシャンインダストリーズアールアンドディーセンター,516286752
シナジーファーマシューティカルズインコーポレイテッド,509333575
シナプティヴメディカル（バルバドス）インコーポレイテッド,515255191
シプラ・リミテッド,511109180
シマンテックコーポレーション,501113353
シャープ株式会社,000005049
シャオミ・インコーポレイテッド,513309030
